action1,action2,benchmark_count,record_count,avg_speedup_vs_action2,min_speedup_vs_action2,max_speedup_vs_action2
function(loop-unroll),coro-early,20,20,0.161562011,0.013375171,0.384352653
function(indirectbr-expand),inliner-wrapper,20,20,0.161547902,0.011112368,0.337089242
function(kcfi),forceattrs,20,20,0.161518691,0.017132201,0.412097508
function(lower-invoke),inferattrs,20,20,0.161422429,0.016168246,0.348714912
function(float2int),jmc-instrumenter,20,20,0.161364054,0.025037327,0.281513869
constmerge,hipstdpar-math-fixup,20,20,0.161319551,0.018717295,0.353561970
function(slp-vectorizer),called-value-propagation,20,20,0.161294238,0.011652318,0.376276772
function(loop(loop-simplifycfg)),coro-cleanup,20,20,0.161195548,0.010539948,0.410237393
function(separate-const-offset-from-gep),called-value-propagation,20,20,0.161177495,0.014260721,0.391128289
function(sjlj-eh-prepare),globalopt,20,20,0.161129665,0.016967575,0.334578276
inliner-wrapper-no-mandatory-first,attributor-light,20,20,0.161125965,0.012546009,0.342664303
function(lower-invoke),extract-blocks,20,20,0.161120063,0.013707222,0.386850746
function(typepromotion),attributor-light,20,20,0.161076588,0.015404202,0.369431683
function(loop-load-elim),inliner-wrapper,20,20,0.161022361,0.016628462,0.315541697
function(loop(loop-rotate)),inliner-wrapper-no-mandatory-first,20,20,0.160925658,0.012148527,0.383359041
function(chr),jmc-instrumenter,20,20,0.160853106,0.017121242,0.331604947
function(lower-switch),forceattrs,20,20,0.160806467,0.010640820,0.354888886
hipstdpar-math-fixup,hotcoldsplit,20,20,0.160754969,0.014672920,0.352960273
function(simplifycfg),attributor-light,20,20,0.160714198,0.019513058,0.379594960
function(loop-vectorize),inferattrs,20,20,0.160702154,0.019064959,0.371036991
function(objc-arc-contract),globalopt,20,20,0.160680893,0.018653281,0.319762261
function(instcombine),jmc-instrumenter,20,20,0.160655332,0.020080522,0.327558270
function(strip-gc-relocates),hipstdpar-math-fixup,20,20,0.160654377,0.011119654,0.298855060
function(strip-gc-relocates),hipstdpar-interpose-alloc,20,20,0.160644152,0.016962118,0.304923085
function(loop(evl-iv-simplify)),globalopt,20,20,0.160589683,0.012823809,0.315373055
strip-dead-debug-info,inferattrs,20,20,0.160400144,0.010099732,0.332102885
cgscc(coro-split),globalsplit,20,20,0.160339433,0.012584355,0.332386879
function(loop(guard-widening)),coro-cleanup,20,20,0.160255160,0.015882827,0.378170244
function(loop-data-prefetch),hipstdpar-math-fixup,20,20,0.160248921,0.021765455,0.323692842
function(objc-arc),jmc-instrumenter,20,20,0.160178998,0.011404209,0.331797171
wholeprogramdevirt,extract-blocks,20,20,0.160175773,0.011630625,0.351231084
function(cfguard),hipstdpar-interpose-alloc,20,20,0.160149547,0.016324616,0.327672688
function(mergereturn),coro-cleanup,20,20,0.160122005,0.010433288,0.370205049
function(sjlj-eh-prepare),hipstdpar-math-fixup,20,20,0.160093398,0.017010439,0.323751807
function(loop-unroll),inferattrs,20,20,0.160072121,0.016833311,0.392771450
function(strip-gc-relocates),forceattrs,20,20,0.160060216,0.014904099,0.385606136
function(loop(loop-unroll-full)),inliner-wrapper-no-mandatory-first,20,20,0.160032458,0.014008279,0.359292253
function(assume-simplify),jmc-instrumenter,20,20,0.159999391,0.011635841,0.306670625
function(wasm-eh-prepare),dxil-upgrade,20,20,0.159987047,0.010371226,0.361038938
strip-dead-cg-profile,jmc-instrumenter,20,20,0.159757384,0.013709455,0.313033244
function(loop(extra-simple-loop-unswitch-passes)),coro-cleanup,20,20,0.159745481,0.010025517,0.384365211
function(slp-vectorizer),hipstdpar-interpose-alloc,20,20,0.159688698,0.011003452,0.325230489
function(lower-widenable-condition),inferattrs,20,20,0.159677745,0.013196549,0.375544194
function(ee-instrument),hipstdpar-math-fixup,20,20,0.159621141,0.011934847,0.327717728
function(simplifycfg),hotcoldsplit,20,20,0.159382077,0.011672213,0.364940045
hipstdpar-interpose-alloc,attributor-light,20,20,0.159355623,0.011184663,0.365595333
function(kernel-info),globalsplit,20,20,0.159170984,0.010267064,0.362984689
function(correlated-propagation),hipstdpar-interpose-alloc,20,20,0.159147856,0.021354144,0.298207060
function(loop-versioning),assign-guid,20,20,0.159051137,0.013915839,0.338423127
function(mergereturn),globalsplit,20,20,0.159025525,0.039319617,0.338954291
function(instsimplify),inliner-wrapper,20,20,0.158987274,0.013249797,0.329413835
function(loop(loop-idiom)),canonicalize-aliases,20,20,0.158986087,0.013508452,0.384002241
function(hardware-loops),always-inline,20,20,0.158937916,0.013428097,0.427027528
function(float2int),called-value-propagation,20,20,0.158869425,0.014102898,0.328662002
function(loop(canon-freeze)),hipstdpar-interpose-alloc,20,20,0.158825025,0.010532789,0.355468230
function(loop-unroll),lower-emutls,20,20,0.158784911,0.011849660,0.341638359
function(slp-vectorizer),jmc-instrumenter,20,20,0.158704545,0.018006015,0.304951229
function(loop(loop-term-fold)),globalsplit,20,20,0.158642822,0.011059847,0.334987421
global-merge,inliner-wrapper-no-mandatory-first,20,20,0.158567994,0.011084122,0.379095249
function(sccp),coro-cleanup,20,20,0.158348695,0.013799729,0.409501081
partial-inliner,extract-blocks,20,20,0.158258707,0.011552625,0.341779845
function(lower-constant-intrinsics),jmc-instrumenter,20,20,0.157905681,0.016173680,0.325685625
function(loop(indvars)),always-inline,20,20,0.157896300,0.016954217,0.369997759
function(lower-switch),globalsplit,20,20,0.157832639,0.011201274,0.327424532
function(separate-const-offset-from-gep),attributor-light,20,20,0.157718067,0.017131799,0.421767323
function(assume-builder),jmc-instrumenter,20,20,0.157656582,0.011832352,0.323862449
function(load-store-vectorizer),hipstdpar-math-fixup,20,20,0.157603149,0.012580898,0.337794045
function(cfguard),forceattrs,20,20,0.157588743,0.013353099,0.364540633
function(reg2mem),globalsplit,20,20,0.157543821,0.017016468,0.348594716
function(loop(loop-simplifycfg)),extract-blocks,20,20,0.157493162,0.012056289,0.334601372
function(loop-data-prefetch),inliner-wrapper-no-mandatory-first,20,20,0.157459335,0.011755789,0.373003910
function(lower-atomic),globalsplit,20,20,0.157327800,0.014680010,0.338881977
loop-extract,attributor-light,20,20,0.157248578,0.019059329,0.376699718
function(lower-matrix-intrinsics),hotcoldsplit,20,20,0.157217240,0.010040673,0.336421029
lower-emutls,hipstdpar-math-fixup,20,20,0.157146959,0.012015790,0.348153791
strip-nonlinetable-debuginfo,coro-early,20,20,0.157107160,0.010051174,0.418538315
inliner-wrapper,lower-emutls,20,20,0.157086408,0.012060458,0.319500652
function(loop-sink),inferattrs,20,20,0.156977040,0.014557148,0.359058888
cgscc(inline),canonicalize-aliases,20,20,0.156973932,0.022695602,0.324528913
global-merge,hipstdpar-interpose-alloc,20,20,0.156954403,0.010403115,0.323840096
globaldce,hipstdpar-math-fixup,20,20,0.156928482,0.014460666,0.348120850
coro-cleanup,canonicalize-aliases,20,20,0.156871490,0.010434112,0.367864100
function(dce),assign-guid,20,20,0.156843799,0.023532952,0.357103486
function(safe-stack),hipstdpar-math-fixup,20,20,0.156803879,0.011763097,0.299590625
function(wasm-eh-prepare),jmc-instrumenter,20,20,0.156744123,0.014049046,0.321945471
function(loop(loop-deletion)),called-value-propagation,20,20,0.156646361,0.010226035,0.365683936
function(lower-switch),inliner-wrapper,20,20,0.156568875,0.011956017,0.329493084
inliner-wrapper,inliner-wrapper,20,20,0.156538495,0.010787112,0.334869673
function(make-guards-explicit),always-inline,20,20,0.156491780,0.011416064,0.359361366
function(gvn-sink),inliner-wrapper,20,20,0.156474637,0.013527640,0.331349073
loop-extract,lower-emutls,20,20,0.156210143,0.011590825,0.325013417
function(float2int),always-inline,20,20,0.156173254,0.013571353,0.402895319
called-value-propagation,inferattrs,20,20,0.156128961,0.024188406,0.316877968
function(callbr-prepare),lower-emutls,20,20,0.155849095,0.013470084,0.336833207
function(loop-unroll),extract-blocks,20,20,0.155833473,0.010769711,0.303861477
function(place-safepoints),jmc-instrumenter,20,20,0.155794422,0.010558370,0.326897926
function(dfa-jump-threading),jmc-instrumenter,20,20,0.155730578,0.010881569,0.356172484
canonicalize-aliases,hipstdpar-math-fixup,20,20,0.155674788,0.021078811,0.347552657
global-merge,lower-emutls,20,20,0.155656556,0.026617119,0.306432144
function(expand-reductions),canonicalize-aliases,20,20,0.155621038,0.015811878,0.380126578
dxil-upgrade,inliner-wrapper,20,20,0.155605689,0.019729587,0.331972815
cgscc(inline),extract-blocks,20,20,0.155555132,0.012380010,0.369411743
function(guard-widening),called-value-propagation,20,20,0.155458594,0.014905727,0.319488199
function(loop(indvars)),hotcoldsplit,20,20,0.155449601,0.012488473,0.385672074
function(loop(loop-rotate)),inliner-wrapper,20,20,0.155449534,0.014157381,0.329051465
function(scalarizer),coro-cleanup,20,20,0.155316953,0.013932691,0.438795604
function(consthoist),canonicalize-aliases,20,20,0.155173887,0.011320153,0.343998183
cgscc(inline),jmc-instrumenter,20,20,0.155115554,0.019397698,0.322803600
cgscc(openmp-opt-cgscc),jmc-instrumenter,20,20,0.154994728,0.011670603,0.345788315
hipstdpar-math-fixup,assign-guid,20,20,0.154979125,0.010431690,0.397383442
function(lower-matrix-intrinsics),coro-early,20,20,0.154912919,0.011951878,0.384102799
function(lower-expect),inliner-wrapper-no-mandatory-first,20,20,0.154854047,0.011417075,0.364604432
function(assume-builder),inliner-wrapper,20,20,0.154605637,0.010709838,0.326870968
function(inject-tli-mappings),globalsplit,20,20,0.154565509,0.014844705,0.353641960
function(simplifycfg),assign-guid,20,20,0.154447065,0.016980736,0.395794737
function(loop-distribute),hipstdpar-math-fixup,20,20,0.154385584,0.012795099,0.310335976
function(libcalls-shrinkwrap),hipstdpar-interpose-alloc,20,20,0.154380002,0.011540887,0.305085264
function(gc-lowering),always-inline,20,20,0.154254370,0.013085666,0.401815456
constmerge,globalsplit,20,20,0.154231930,0.017723952,0.376342814
function(declare-to-assign),globalsplit,20,20,0.154121422,0.012801284,0.344806855
recompute-globalsaa,inliner-wrapper,20,20,0.154039112,0.013671663,0.332538568
strip-debug-declare,lower-emutls,20,20,0.154029158,0.020789398,0.385101581
shadow-stack-gc-lowering,assign-guid,20,20,0.154001331,0.010204912,0.404588887
rel-lookup-table-converter,lower-emutls,20,20,0.153887845,0.011070763,0.324580001
function(constraint-elimination),globalsplit,20,20,0.153743183,0.014636195,0.351032291
function(objc-arc-expand),called-value-propagation,20,20,0.153669206,0.010813751,0.391133393
function(complex-deinterleaving),lower-global-dtors,20,20,0.153652276,0.010405971,0.324141529
elim-avail-extern,inliner-wrapper,20,20,0.153601467,0.010614116,0.352824589
function(mergereturn),inferattrs,20,20,0.153472868,0.014946720,0.332024527
function(loop(loop-bound-split)),always-inline,20,20,0.153447708,0.012760822,0.368432985
function(loop-sink),inliner-wrapper,20,20,0.153444405,0.010781786,0.326173524
function(slp-vectorizer),annotation2metadata,20,20,0.153422702,0.018762488,0.380273232
function(memcpyopt),coro-cleanup,20,20,0.153338126,0.015983305,0.368727401
function(interleaved-load-combine),called-value-propagation,20,20,0.153145373,0.011140188,0.346597866
cgscc(attributor-light-cgscc),lower-global-dtors,20,20,0.153101213,0.012919576,0.346935259
function(loop(canon-freeze)),coro-cleanup,20,20,0.153043555,0.015559790,0.400522743
module-inline,jmc-instrumenter,20,20,0.152686133,0.013545685,0.327347575
openmp-opt-postlink,lower-global-dtors,20,20,0.152549167,0.012100780,0.341646093
function(partially-inline-libcalls),hipstdpar-interpose-alloc,20,20,0.152452486,0.011864927,0.330900986
function(adce),jmc-instrumenter,20,20,0.152410889,0.021054466,0.343873036
function(partially-inline-libcalls),inferattrs,20,20,0.152363001,0.018330548,0.342908370
function(loop(evl-iv-simplify)),called-value-propagation,20,20,0.152306106,0.013028354,0.381146866
cgscc(attributor-light-cgscc),called-value-propagation,20,20,0.152179874,0.012060579,0.357132501
function(loop(guard-widening)),always-inline,20,20,0.152131015,0.017391282,0.386849492
deadargelim,inliner-wrapper-no-mandatory-first,20,20,0.152129735,0.011617485,0.341892001
openmp-opt,lower-emutls,20,20,0.152111674,0.015017385,0.296532930
globalsplit,hipstdpar-math-fixup,20,20,0.152074335,0.012786083,0.350556481
simplify-type-tests,lower-emutls,20,20,0.152035791,0.029895684,0.325203022
function(chr),annotation2metadata,20,20,0.152031675,0.015782813,0.399280250
function(ee-instrument),lower-emutls,20,20,0.152031639,0.031332152,0.346619619
function(win-eh-prepare),assign-guid,20,20,0.152016741,0.011932188,0.342097519
function(lower-allow-check),canonicalize-aliases,20,20,0.151946223,0.012165962,0.315979433
function(declare-to-assign),hipstdpar-interpose-alloc,20,20,0.151933627,0.014688376,0.331552128
function(bounds-checking),hipstdpar-math-fixup,20,20,0.151922700,0.016140361,0.331290859
extract-blocks,hipstdpar-math-fixup,20,20,0.151863706,0.012523688,0.343667113
function(sjlj-eh-prepare),always-inline,20,20,0.151752259,0.012846613,0.417370680
function(redundant-dbg-inst-elim),lower-emutls,20,20,0.151666702,0.011275039,0.304584083
function(loop-data-prefetch),extract-blocks,20,20,0.151626409,0.013215080,0.366237995
function(loop-vectorize),lower-emutls,20,20,0.151540256,0.011123226,0.356520296
function(unreachableblockelim),always-inline,20,20,0.151490864,0.013973236,0.420797656
expand-variadics,lower-global-dtors,20,20,0.151354987,0.018239970,0.323919568
function(atomic-expand),assign-guid,20,20,0.151321239,0.022519794,0.393111441
hipstdpar-math-fixup,hipstdpar-math-fixup,20,20,0.151260532,0.010119867,0.349331800
function(div-rem-pairs),canonicalize-aliases,20,20,0.151252175,0.018328865,0.359655066
elim-avail-extern,always-inline,20,20,0.151111482,0.012891536,0.402106625
function(redundant-dbg-inst-elim),hipstdpar-math-fixup,20,20,0.150829081,0.013160891,0.349990643
function(stack-protector),hipstdpar-interpose-alloc,20,20,0.150694107,0.011645384,0.309859218
rewrite-statepoints-for-gc,attributor-light,20,20,0.150654587,0.013221730,0.361651809
function(objc-arc-contract),inliner-wrapper,20,20,0.150632582,0.014780591,0.336336536
function(unify-loop-exits),globalopt,20,20,0.150549646,0.011745174,0.315942444
function(declare-to-assign),inliner-wrapper,20,20,0.150537938,0.014210759,0.318360775
function(extra-vector-passes),hipstdpar-math-fixup,20,20,0.150532292,0.017541872,0.340887503
annotation2metadata,constmerge,20,20,0.150394521,0.012709075,0.410700329
expand-variadics,attributor-light,20,20,0.150363463,0.029065353,0.346786503
function(stack-protector),called-value-propagation,20,20,0.150361212,0.011630422,0.391646508
cgscc(openmp-opt-cgscc),lower-emutls,20,20,0.150139653,0.013506802,0.356685013
function(dse),always-inline,20,20,0.150137909,0.010529243,0.397206344
function(loop(indvars)),globalsplit,20,20,0.150124596,0.015921631,0.327948423
function(instcombine),attributor-light,20,20,0.150049160,0.014118001,0.420040443
function(instcombine),globalsplit,20,20,0.149954907,0.014238129,0.352202148
function(inject-tli-mappings),hipstdpar-math-fixup,20,20,0.149953204,0.012466064,0.321966576
elim-avail-extern,constmerge,20,20,0.149807709,0.017244349,0.387465822
name-anon-globals,assign-guid,20,20,0.149732833,0.011743149,0.363362512
cgscc(argpromotion),attributor-light,20,20,0.149609799,0.013213222,0.374610765
cgscc(inline),called-value-propagation,20,20,0.149570999,0.012968848,0.332795443
forceattrs,always-inline,20,20,0.149383232,0.013028929,0.409852774
hipstdpar-interpose-alloc,always-inline,20,20,0.149335781,0.011337355,0.397292887
function(declare-to-assign),hipstdpar-math-fixup,20,20,0.149120178,0.013833893,0.329486443
function(dce),lower-emutls,20,20,0.148892890,0.013549402,0.356269758
function(instnamer),globalopt,20,20,0.148818950,0.010675921,0.354978791
function(early-cse),attributor-light,20,20,0.148762427,0.010044547,0.412234054
function(instcombine),lower-emutls,20,20,0.148670154,0.013107916,0.340231147
function(add-discriminators),called-value-propagation,20,20,0.148523796,0.010080441,0.306320845
partial-inliner,attributor-light,20,20,0.148250534,0.012200223,0.345362796
function(transform-warning),canonicalize-aliases,20,20,0.148208934,0.015582423,0.358161848
function(lower-guard-intrinsic),hipstdpar-math-fixup,20,20,0.148203983,0.011449173,0.335487754
function(redundant-dbg-inst-elim),always-inline,20,20,0.148181457,0.010488001,0.406352513
